Ref_Date,City,Province,Police Dept.,Type,Geographical classification,STATISTICS,Vector,Coordinate,Value
2013,Huron East, Ontario, Ontario Provincial Police, municipal,35480,Crime severity index,v65811269,423.9,..
2013,Igloolik, Northwest Territories, Royal Canadian Mounted Police, rural,61704,Crime severity index,v66460806,25.1,..
2013,Igloolik, Nunavut, Royal Canadian Mounted Police, rural,62021,Crime severity index,v66461568,88.1,228
2013,Ignace, Ontario, Ontario Provincial Police, municipal,35028,Crime severity index,v65809253,255.9,119.49
2013,Indian Head, Saskatchewan, Royal Canadian Mounted Police, municipal,47810,Crime severity index,v65812181,499.9,..
2013,Ingersoll, Ontario,, municipal,35141,Crime severity index,v65810237,337.9,..
2013,Innisfail, Alberta, Royal Canadian Mounted Police, municipal,48875,Crime severity index,v65813165,581.9,104.40
2013,Inuvik, Northwest Territories, Royal Canadian Mounted Police, rural,61733,Crime severity index,v66460950,37.1,381.52
2013,Iqaluit, Nunavut, Royal Canadian Mounted Police, rural,62001,Crime severity index,v66461328,68.1,416.64
2013,Iqaluit, Northwest Territories, Royal Canadian Mounted Police, rural,61702,Crime severity index,v66460782,23.1,..
2013,Iqaluit, Northwest Territories, Royal Canadian Mounted Police, rural,61783,Crime severity index,v66461238,61.1,..
2013,Jaffray Melick, Ontario, Ontario Provincial Police, municipal,35029,Crime severity index,v65809265,256.9,..
2013,Joliette, Quebec,, municipal,24116,Crime severity index,v65807369,98.9,..
2013,Jonqui�re, Quebec,, municipal,24117,Crime severity index,v65807381,99.9,..
2013,Kahnawake First Nations, Quebec,, municipal,24255,Crime severity index,v65808317,177.9,46.20
2013,Kamloops, British Columbia, Royal Canadian Mounted Police, municipal,59763,Crime severity index,v65813919,644.9,112.24
2013,Kamsack, Saskatchewan, Royal Canadian Mounted Police, municipal,47919,Crime severity index,v65812361,514.9,..
2013,Kanesatake, Quebec,, municipal,24198,Crime severity index,v65807921,144.9,..
2013,Kapuskasing, Ontario, Ontario Provincial Police, municipal,35476,Crime severity index,v65811233,420.9,66.71
2013,Kativik Region, Quebec,, municipal,24379,Crime severity index,v65808941,229.9,75.00
2013,Kawartha Lakes, Ontario,, municipal,35157,Crime severity index,v65810369,348.9,85.04
2013,Keewatin, Ontario, Ontario Provincial Police, municipal,35030,Crime severity index,v65809277,257.9,..
2013,Kelowna, British Columbia, Royal Canadian Mounted Police, municipal,59765,Crime severity index,v65813931,645.9,104.15
2013,Kennebecasis Regional Police Force, New Brunswick,, municipal,13024,Crime severity index,v65806721,44.9,25.28
2013,Kenora, Ontario, Ontario Provincial Police, municipal,35150,Crime severity index,v65810309,343.9,76.14
2013,Kenora, Ontario,, municipal,35147,Crime severity index,v65810285,341.9,..
2013,Kensington, Prince Edward Island,, municipal,11009,Crime severity index,v65806265,6.9,60.39
2013,Kent, British Columbia, Royal Canadian Mounted Police, municipal,59029,Crime severity index,v65813657,622.9,59.76
2013,Kentville, Nova Scotia,, municipal,12023,Crime severity index,v65806397,17.9,89.48
2013,Killarney, Manitoba, Royal Canadian Mounted Police, municipal,46730,Crime severity index,v65811605,451.9,52.31
2013,Kimberley, British Columbia, Royal Canadian Mounted Police, municipal,59801,Crime severity index,v65814003,651.9,67.38
2013,Kimmirut, Nunavut, Royal Canadian Mounted Police, rural,62006,Crime severity index,v66461388,73.1,0
2013,Kimmirut, Northwest Territories, Royal Canadian Mounted Police, rural,61705,Crime severity index,v66460818,26.1,..
2013,Kindersley, Saskatchewan, Royal Canadian Mounted Police, municipal,47852,Crime severity index,v65812229,503.9,..
2013,Kingston, Ontario,, municipal,35151,Crime severity index,v65810321,344.9,61.29
2013,Kingsville, Ontario, Ontario Provincial Police, municipal,35508,Crime severity index,v65811425,436.9,23.27
2013,Kirkland Lake, Ontario, Ontario Provincial Police, municipal,35477,Crime severity index,v65811245,421.9,73.84
2013,Kitigan Zibi Anishinabeg, Quebec,, municipal,24159,Crime severity index,v65807693,125.9,78.17
2013,Kitimat, British Columbia, Royal Canadian Mounted Police, municipal,59850,Crime severity index,v65814159,664.9,90.60
2013,Klemtu, British Columbia,, municipal,59006,Crime severity index,v65813477,607.9,..
2013,Kugaaruk, Nunavut, Royal Canadian Mounted Police, rural,62011,Crime severity index,v66461448,78.1,0
2013,Kugluktuk, Northwest Territories, Royal Canadian Mounted Police, rural,61762,Crime severity index,v66461034,44.1,..
2013,Kugluktuk, Nunavut, Royal Canadian Mounted Police, rural,62008,Crime severity index,v66461412,75.1,417.9
2013,L'Ancienne-Lorette, Quebec,, municipal,24194,Crime severity index,v65961762,709.9,..
2013,L'Assomption, Quebec,, municipal,24135,Crime severity index,v65807489,108.9,52.39
2013,L'�le-perrot, Quebec,, municipal,24113,Crime severity index,v65807333,95.9,..
2013,La Baie, Quebec,, municipal,24212,Crime severity index,v65808041,154.9,..
2013,La Malbaie, Quebec,, municipal,24128,Crime severity index,v65807465,106.9,..
2013,La Plaine, Quebec,, municipal,24136,Crime severity index,v65807501,109.9,..
2013,La Pocati�re, Quebec,, municipal,24130,Crime severity index,v65961486,686.9,..
2013,La Prairie, Quebec,, municipal,24131,Crime severity index,v65807477,107.9,..
2013,La Romaine, Quebec,, municipal,24114,Crime severity index,v65807345,96.9,..
2013,La Ronge, Saskatchewan, Royal Canadian Mounted Police, municipal,47939,Crime severity index,v65812421,519.9,..
2013,La Tuque, Quebec,, municipal,24137,Crime severity index,v65807513,110.9,..
2013,LaSalle, Ontario,, municipal,35388,Crime severity index,v65811113,410.9,19.69
2013,Labrador, Newfoundland and Labrador, Royal Newfoundland Constabulary, municipal,10501,Crime severity index,v65806217,2.9,47.56
2013,Lac Brome, Quebec,, municipal,24120,Crime severity index,v65807405,101.9,..
2013,Lac La Biche, Alberta, Royal Canadian Mounted Police, municipal,48764,Crime severity index,v65812781,549.9,..
2013,Lac Seul, Ontario,, municipal,35153,Crime severity index,v65810333,345.9,..
2013,Lac Simon, Quebec,, municipal,24167,Crime severity index,v65807753,130.9,338.33
2013,Lac-m�gantic, Quebec,, municipal,24166,Crime severity index,v65807741,129.9,..
2013,Lac-rapide, Quebec,, municipal,24260,Crime severity index,v65808377,182.9,..
2013,Lac-rapide, Quebec,, municipal,24274,Crime severity index,v65808497,192.9,..
2013,Lachenaie, Quebec,, municipal,24109,Crime severity index,v65807321,94.9,..
2013,Lachute, Quebec,, municipal,24124,Crime severity index,v65807429,103.9,..
2013,Lacombe, Alberta,, municipal,48052,Crime severity index,v65812577,532.9,66.44
2013,Ladysmith, British Columbia,, municipal,59003,Crime severity index,v65961678,702.9,..
2013,Ladysmith, British Columbia, Royal Canadian Mounted Police, municipal,59719,Crime severity index,v65813799,634.9,55.61
2013,Lake Country, British Columbia, Royal Canadian Mounted Police, municipal,59748,Crime severity index,v65813895,642.9,75.82
2013,Lake Cowichan, British Columbia,, municipal,59007,Crime severity index,v65813489,608.9,..
2013,Lakeshore (Belle River), Ontario, Ontario Provincial Police, municipal,35502,Crime severity index,v65811401,434.9,22.00
2013,Lakeshore Regional, Alberta,, municipal,48017,Crime severity index,v65812541,529.9,317.92
2013,Lambton (Point Edward), Ontario, Ontario Provincial Police, municipal,35015,Crime severity index,v65809109,243.9,80.83
2013,Lambton (St. Clair/Lambton Shores), Ontario, Ontario Provincial Police, municipal,35090,Crime severity index,v65809805,301.9,32.32
2013,Lanark County (Beckwith), Ontario, Ontario Provincial Police, municipal,35043,Crime severity index,v65809421,269.9,18.64
2013,Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal,35075,Crime severity index,v65809673,290.9,26.25
2013,Lanark County (Mississippi Mills), Ontario, Ontario Provincial Police, municipal,35036,Crime severity index,v65809349,263.9,25.23
2013,Lanark County (Montague), Ontario, Ontario Provincial Police, municipal,35037,Crime severity index,v65809361,264.9,40.56
2013,Lanark County (Tay Valley Township), Ontario, Ontario Provincial Police, municipal,35040,Crime severity index,v65809385,266.9,28.78
2013,Langford, British Columbia, Royal Canadian Mounted Police, municipal,59844,Crime severity index,v65814147,663.9,62.45
2013,Langley City, British Columbia, Royal Canadian Mounted Police, municipal,59930,Crime severity index,v65814387,683.9,168.51
2013,Langley Township, British Columbia, Royal Canadian Mounted Police, municipal,59731,Crime severity index,v65813835,637.9,87.60
2013,Lanigan, Saskatchewan, Royal Canadian Mounted Police, municipal,47855,Crime severity index,v65812241,504.9,..
2013,Laval, Quebec,, municipal,24141,Crime severity index,v65807561,114.9,56.80
2013,Le Gardeur, Quebec,, municipal,24072,Crime severity index,v65807165,81.9,..
2013,Leaf Rapids, Manitoba, Royal Canadian Mounted Police, municipal,46779,Crime severity index,v65811749,463.9,..
2013,Lebel-sur-Qu�villon, Quebec,, municipal,24143,Crime severity index,v65961750,708.9,..
2013,Leduc, Alberta, Royal Canadian Mounted Police, municipal,48798,Crime severity index,v65812949,563.9,94.73
2013,Lery, Quebec,, municipal,24149,Crime severity index,v65961498,687.9,..
2013,Lethbridge Region, Alberta,, municipal,48054,Crime severity index,v65812589,533.9,77.02
2013,Listowel, Ontario,, municipal,35158,Crime severity index,v65961834,715.9,..
2013,Listuguj, Quebec,, municipal,24214,Crime severity index,v65808065,156.9,164.14
2013,Lloydminster, Saskatchewan, Royal Canadian Mounted Police, municipal,47714,Crime severity index,v65812049,488.9,..
2013,Lloydminster, Alberta, Royal Canadian Mounted Police, municipal,48007,Crime severity index,v65812493,525.9,143.09
2013,London, Ontario,, municipal,35162,Crime severity index,v65810417,352.9,76.16
2013,Longueuil, Quebec,, municipal,24231,Crime severity index,v65808173,165.9,65.22
2013,Longueuil, Quebec,, municipal,24152,Crime severity index,v65807645,121.9,..
2013,Loretteville, Quebec,, municipal,24153,Crime severity index,v65807657,122.9,..
2013,Lorraine, Quebec,, municipal,24140,Crime severity index,v65807549,113.9,..
2013,Loyalist, Ontario, Ontario Provincial Police, municipal,35099,Crime severity index,v65809877,307.9,30.19
2013,Lunenburg, Nova Scotia,, municipal,12029,Crime severity index,v65806409,18.9,..
2013,Luseland, Saskatchewan,, municipal,47098,Crime severity index,v65812013,485.9,..
2013,Lutsel K'e, Northwest Territories, Royal Canadian Mounted Police, rural,61776,Crime severity index,v66461190,57.1,0
2013,L�vis, Quebec,, municipal,24219,Crime severity index,v65808101,159.9,35.31
2013,L�vis, Quebec,, municipal,24148,Crime severity index,v65807609,118.9,..
2013,Mackenzie, British Columbia, Royal Canadian Mounted Police, municipal,59929,Crime severity index,v65814375,682.9,..
2013,Macklin, Saskatchewan,, municipal,47099,Crime severity index,v65961894,720.9,..
2013,Magog, Quebec,, municipal,24157,Crime severity index,v65807681,124.9,58.13
2013,Manawan, Quebec,, municipal,24119,Crime severity index,v65807393,100.9,55.95
2013,Maple Creek, Saskatchewan, Royal Canadian Mounted Police, municipal,47895,Crime severity index,v65812301,509.9,..
2013,Maple Ridge, British Columbia, Royal Canadian Mounted Police, municipal,59727,Crime severity index,v65813823,636.9,78.87
2013,Marathon, Ontario, Ontario Provincial Police, municipal,35471,Crime severity index,v65811221,419.9,42.73
2013,Marieville, Quebec,, municipal,24180,Crime severity index,v65807849,138.9,..
2013,Markdale (Grey Highlands), Ontario, Ontario Provincial Police, municipal,35100,Crime severity index,v65809889,308.9,27.15
2013,Martensville, Saskatchewan, Royal Canadian Mounted Police, municipal,47004,Crime severity index,v65811881,474.9,38.88
2013,Mascouche, Quebec,, municipal,24165,Crime severity index,v65807729,128.9,56.38
2013,Mashteuiatsh First Nations, Quebec,, municipal,24147,Crime severity index,v65807597,117.9,108.53
2013,Matane, Quebec,, municipal,24164,Crime severity index,v65807717,127.9,..
2013,Mattawa, Ontario, Ontario Provincial Police, municipal,35063,Crime severity index,v65809601,284.9,65.73
2013,Mayo, Yukon, Royal Canadian Mounted Police, rural,60704,Crime severity index,v66460572,6.1,0
2013,McAdam, New Brunswick, Royal Canadian Mounted Police, municipal,13769,Crime severity index,v65806889,58.9,54.77
2013,Meadow Lake, Saskatchewan, Royal Canadian Mounted Police, municipal,47718,Crime severity index,v65812061,489.9,354.33
2013,Meaford, Ontario, Ontario Provincial Police, municipal,35137,Crime severity index,v65810189,333.9,..
2013,Meaford-thornbury, Ontario,, municipal,35001,Crime severity index,v65808989,233.9,..
2013,Medicine Hat, Alberta,, municipal,48062,Crime severity index,v65812601,534.9,65.30
2013,Melfort, Saskatchewan, Royal Canadian Mounted Police, municipal,47757,Crime severity index,v65812133,495.9,111.12
2013,Melville, Saskatchewan, Royal Canadian Mounted Police, municipal,47923,Crime severity index,v65812373,515.9,..
2013,Mercier, Quebec,, municipal,24170,Crime severity index,v65807765,131.9,..
2013,Merritt, British Columbia, Royal Canadian Mounted Police, municipal,59783,Crime severity index,v65813967,648.9,160.30
2013,Middlesex (Middlesex), Ontario, Ontario Provincial Police, municipal,35183,Crime severity index,v65810609,368.9,26.82
2013,Middlesex (Thames Centre), Ontario, Ontario Provincial Police, municipal,35201,Crime severity index,v65810717,377.9,28.54
2013,Middleton, Nova Scotia,, municipal,12031,Crime severity index,v65961474,685.9,..
2013,Midland, Ontario,, municipal,35177,Crime severity index,v65810561,364.9,59.49
2013,Mingan, Quebec,, municipal,24125,Crime severity index,v65807441,104.9,..
2013,Minnedosa, Manitoba, Royal Canadian Mounted Police, municipal,46735,Crime severity index,v65811629,453.9,91.54
2013,Mirabel, Quebec,, municipal,24273,Crime severity index,v65808485,191.9,39.53
2013,Miramichi, New Brunswick,, municipal,13015,Crime severity index,v65806709,43.9,69.35
2013,Mission, British Columbia, Royal Canadian Mounted Police, municipal,59734,Crime severity index,v65813847,638.9,109.51
2013,Mistissini, Quebec,, municipal,24374,Crime severity index,v65808881,224.9,..
2013,Mont-Tremblant, Quebec,, municipal,24283,Crime severity index,v65808521,194.9,110.70
2013,Mont-joli, Quebec,, municipal,24171,Crime severity index,v65807777,132.9,..
2013,Mont-st-hilaire, Quebec,, municipal,24187,Crime severity index,v65807873,140.9,..
2013,Montague, Prince Edward Island, Royal Canadian Mounted Police, municipal,11709,Crime severity index,v65806289,8.9,..
2013,Montcalm, Quebec,, municipal,24188,Crime severity index,v65807885,141.9,..
2013,Montmagny, Quebec,, municipal,24173,Crime severity index,v65807789,133.9,..
2013,Montr�al, Quebec,, municipal,24175,Crime severity index,v65807801,134.9,78.69
2013,Moore, Ontario, Ontario Provincial Police, municipal,35080,Crime severity index,v65961798,712.9,..
2013,Moose Jaw, Saskatchewan,, municipal,47045,Crime severity index,v65811917,477.9,97.32
2013,Moosomin, Saskatchewan, Royal Canadian Mounted Police, municipal,47817,Crime severity index,v65812193,500.9,..
2013,Morden, Manitoba,, municipal,46033,Crime severity index,v65811497,442.9,67.13
2013,Morin Heights, Quebec,, municipal,24045,Crime severity index,v65807021,69.9,..
2013,Morinville, Alberta, Royal Canadian Mounted Police, municipal,48897,Crime severity index,v65813285,591.9,57.71
2013,Mount Forest (Southgate), Ontario, Ontario Provincial Police, municipal,35103,Crime severity index,v65809913,310.9,30.97
2013,Municipality of Trent Lakes, Ontario, Ontario Provincial Police, municipal,35020,Crime severity index,v65809157,247.9,59.12
2013,M�tabetchouan, Quebec,, municipal,24362,Crime severity index,v65961534,690.9,..
2013,Nanaimo, British Columbia, Royal Canadian Mounted Police, municipal,59904,Crime severity index,v65814291,675.9,105.96
2013,Nanisivik, Northwest Territories, Royal Canadian Mounted Police, rural,61777,Crime severity index,v66461202,58.1,..
2013,Napanee (Deseronto), Ontario, Ontario Provincial Police, rural,35122,Crime severity index,v65810093,325.9,..
2013,Napanee (Greater Napanee), Ontario, Ontario Provincial Police, municipal,35097,Crime severity index,v65809853,305.9,68.88
2013,Napanee (Stone Mills), Ontario, Ontario Provincial Police, municipal,35035,Crime severity index,v65809337,262.9,30.97
2013,Naskapi (Kawawachikamach), Quebec,, municipal,24381,Crime severity index,v65808953,230.9,..
2013,Natasquan, Quebec,, municipal,24126,Crime severity index,v65807453,105.9,..
2013,Neepawa, Manitoba, Royal Canadian Mounted Police, municipal,46733,Crime severity index,v65811617,452.9,93.50
2013,Neguac, New Brunswick, Royal Canadian Mounted Police, municipal,13707,Crime severity index,v65806841,54.9,..
2013,Nelson, British Columbia,, municipal,59011,Crime severity index,v65813513,610.9,107.64
2013,Nemaska, Quebec,, municipal,24211,Crime severity index,v65808029,153.9,..
2013,New Glasgow, Nova Scotia,, municipal,12058,Crime severity index,v65806493,25.9,88.53
2013,New Westminster, British Columbia,, municipal,59012,Crime severity index,v65813525,611.9,105.97
2013,Niagara Region (St. Catharines), Ontario,, municipal,35196,Crime severity index,v65810693,375.9,57.26
2013,Nicolet, Quebec,, municipal,24191,Crime severity index,v65807897,142.9,..
2013,Nipawin, Saskatchewan, Royal Canadian Mounted Police, municipal,47759,Crime severity index,v65812145,496.9,..
2013,Nipigon (Red Rock), Ontario, Ontario Provincial Police, municipal,35112,Crime severity index,v65809997,317.9,..
2013,Nishnawbe-Aski Nation, Ontario,, municipal,35011,Crime severity index,v65809073,240.9,287.44
2013,Norfolk County, Ontario, Ontario Provincial Police, municipal,35070,Crime severity index,v65809637,287.9,41.58
2013,Norman Wells, Northwest Territories, Royal Canadian Mounted Police, rural,61735,Crime severity index,v66460974,39.1,0
2013,Normandin, Quebec,, municipal,24363,Crime severity index,v65808845,221.9,..
2013,North Battleford, Saskatchewan, Royal Canadian Mounted Police, municipal,47721,Crime severity index,v65812073,490.9,323.88
2013,North Bay, Ontario,, municipal,35197,Crime severity index,v65810705,376.9,60.78
2013,North Bay (Bonfield), Ontario, Ontario Provincial Police, municipal,35116,Crime severity index,v65810045,321.9,35.99
2013,North Bay (East Ferris), Ontario, Ontario Provincial Police, municipal,35149,Crime severity index,v65810297,342.9,13.71
2013,North Cowichan, British Columbia, Royal Canadian Mounted Police, municipal,59906,Crime severity index,v65814303,676.9,75.97
2013,North Parry Sound group of two, Ontario, Ontario Provincial Police, municipal,35067,Crime severity index,v65961570,693.9,..
2013,North Peace Tribal, Alberta,, municipal,48006,Crime severity index,v65812481,524.9,181.54
2013,North Perth, Ontario, Ontario Provincial Police, municipal,35069,Crime severity index,v65809625,286.9,54.99
2013,North Saanich, British Columbia, Royal Canadian Mounted Police, municipal,59815,Crime severity index,v65814051,655.9,25.22
2013,North Vancouver City, British Columbia, Royal Canadian Mounted Police, municipal,59706,Crime severity index,v65813727,628.9,72.64
2013,North Vancouver District, British Columbia, Royal Canadian Mounted Police, municipal,59707,Crime severity index,v65813739,629.9,41.57
2013,Northern Rockies Regional municipality, British Columbia, Royal Canadian Mounted Police, municipal,59033,Crime severity index,v65813669,623.9,..
2013,Northumberland (Alnwick/Haldimand), Ontario, Ontario Provincial Police, municipal,35091,Crime severity index,v65809817,302.9,23.32
2013,Northumberland (Brighton), Ontario, Ontario Provincial Police, municipal,35016,Crime severity index,v65809121,244.9,34.79
2013,Northumberland (Cramahe), Ontario, Ontario Provincial Police, municipal,35113,Crime severity index,v65810009,318.9,38.62
2013,Northumberland (Hamilton), Ontario, Ontario Provincial Police, municipal,35170,Crime severity index,v65810501,359.9,24.72
2013,Northumberland (Hope), Ontario, Ontario Provincial Police, municipal,35093,Crime severity index,v65809829,303.9,29.58
2013,Northumberland (Trent Hills), Ontario, Ontario Provincial Police, municipal,35110,Crime severity index,v65809973,315.9,47.12
2013,Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio), Ontario, Ontario Provincial Police, municipal,35470,Crime severity index,v65811209,418.9,35.28
2013,Oak Bay, British Columbia,, municipal,59015,Crime severity index,v65813537,612.9,31.01
2013,Obedjiwan First Nations, Quebec,, municipal,24178,Crime severity index,v65807825,136.9,162.29
2013,Odanak / W�linak, Quebec,, municipal,24144,Crime severity index,v65807573,115.9,..
2013,Okotoks, Alberta, Royal Canadian Mounted Police, municipal,48906,Crime severity index,v65813369,598.9,45.77
2013,Old Crow, Yukon, Royal Canadian Mounted Police, rural,60705,Crime severity index,v66460584,7.1,0
2013,Olds, Alberta, Royal Canadian Mounted Police, municipal,48878,Crime severity index,v65813177,582.9,109.17
2013,Orangeville, Ontario,, municipal,35204,Crime severity index,v65810729,378.9,32.85
2013,Orillia, Ontario, Ontario Provincial Police, municipal,35465,Crime severity index,v65811185,416.9,69.13
2013,Oromocto, New Brunswick, Royal Canadian Mounted Police, municipal,13776,Crime severity index,v65806901,59.9,43.26
2013,Ottawa, Ontario,, municipal,35010,Crime severity index,v65809061,239.9,52.68
2013,Ottawa, Ontario,, municipal,35207,Crime severity index,v65961846,716.9,..
2013,Otterburn Park, Quebec,, municipal,24046,Crime severity index,v65807033,70.9,..
2013,Ouj�-bougoumou, Quebec,, municipal,24208,Crime severity index,v65808005,151.9,..
2013,Outlook, Saskatchewan, Royal Canadian Mounted Police, municipal,47856,Crime severity index,v65812253,505.9,..
2013,Owen Sound, Ontario,, municipal,35212,Crime severity index,v65810765,381.9,56.63
2013,Oxford (Ingersoll), Ontario, Ontario Provincial Police, municipal,35139,Crime severity index,v65810213,335.9,49.06
2013,Oxford (Norwich), Ontario, Ontario Provincial Police, municipal,35187,Crime severity index,v65810633,370.9,42.60
2013,Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal,35106,Crime severity index,v65809937,312.9,40.14
2013,Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal,12833,Crime severity index,v65806601,34.9,..
2013,Pakua Shipi, Quebec,, municipal,24179,Crime severity index,v65807837,137.9,..
2013,Palmerston, Ontario,, municipal,35213,Crime severity index,v65961858,717.9,..
2013,Pangnirtung, Nunavut, Royal Canadian Mounted Police, rural,62020,Crime severity index,v66461556,87.1,216
2013,Pangnirtung, Northwest Territories, Royal Canadian Mounted Police, rural,61706,Crime severity index,v66460830,27.1,..
2013,Paris, Ontario,, municipal,35214,Crime severity index,v65961582,694.9,..
2013,Parksville, British Columbia, Royal Canadian Mounted Police, municipal,59817,Crime severity index,v65814075,657.9,76.20
2013,Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal,12712,Crime severity index,v65806541,29.9,143.48
2013,Paulatuk, Northwest Territories, Royal Canadian Mounted Police, rural,61712,Crime severity index,v66460890,32.1,0
2013,Peace River, Alberta, Royal Canadian Mounted Police, municipal,48854,Crime severity index,v65813093,575.9,115.54
2013,Peachland, British Columbia, Royal Canadian Mounted Police, municipal,59037,Crime severity index,v80750934,724.9,40.51
2013,Peel Region (Mississauga/Brampton), Ontario,, municipal,35041,Crime severity index,v65809397,267.9,42.08
2013,Pelly Crossing, Yukon, Royal Canadian Mounted Police, rural,60718,Crime severity index,v66460692,16.1,0
2013,Pembroke, Ontario,, municipal,35217,Crime severity index,v65810777,382.9,61.34
2013,Penticton, British Columbia, Royal Canadian Mounted Police, municipal,59737,Crime severity index,v65813859,639.9,109.94
2013,Perth, Ontario,, municipal,35221,Crime severity index,v65810789,383.9,42.45
2013,Perth County (St. Marys), Ontario, Ontario Provincial Police, municipal,35487,Crime severity index,v65811317,427.9,32.86
2013,Perth County (West Perth), Ontario, Ontario Provincial Police, municipal,35486,Crime severity index,v65811305,426.9,73.41
2013,Pessamit, Quebec,, municipal,24259,Crime severity index,v65808365,181.9,112.67
2013,Peterborough County (Asphodel-Norwood), Ontario, Ontario Provincial Police, municipal,35018,Crime severity index,v65809133,245.9,41.31
2013,Peterborough County (Cavan/Millbrook/N. Monaghan), Ontario, Ontario Provincial Police, municipal,35024,Crime severity index,v65809205,251.9,29.61
2013,Peterborough County (Douro/Dummer), Ontario, Ontario Provincial Police, municipal,35019,Crime severity index,v65809145,246.9,15.39
2013,Peterborough County (Havelock/Belmont/Methuen), Ontario, Ontario Provincial Police, municipal,35022,Crime severity index,v65809181,249.9,53.58
2013,Peterborough County (Otonabee/S. Monaghan), Ontario, Ontario Provincial Police, municipal,35025,Crime severity index,v65809217,252.9,37.58
2013,Peterborough-Lakefield, Ontario,, municipal,35222,Crime severity index,v65810801,384.9,66.22
2013,Petrolia, Ontario, Ontario Provincial Police, municipal,35485,Crime severity index,v65961882,719.9,..
2013,Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal,12776,Crime severity index,v65806577,32.9,97.75
2013,Pikogan First Nations, Quebec,, municipal,24195,Crime severity index,v65807909,143.9,..
2013,Pinawa, Manitoba, Royal Canadian Mounted Police, municipal,46800,Crime severity index,v65811797,467.9,31.33
2013,Pincher Creek, Alberta, Royal Canadian Mounted Police, municipal,48825,Crime severity index,v65813021,569.9,..
2013,Pincourt, Quebec,, municipal,24202,Crime severity index,v65807957,147.9,..
2013,Pitt Meadows, British Columbia, Royal Canadian Mounted Police, municipal,59818,Crime severity index,v65814087,658.9,53.84
2013,Plessisville, Quebec,, municipal,24203,Crime severity index,v65807969,148.9,..
2013,Point Edward, Ontario,, municipal,35226,Crime severity index,v65961870,718.9,..
2013,Pond Inlet, Northwest Territories, Royal Canadian Mounted Police, rural,61707,Crime severity index,v66460842,28.1,..
2013,Pond Inlet, Nunavut, Royal Canadian Mounted Police, rural,62016,Crime severity index,v66461508,83.1,278.33
2013,Ponoka, Alberta, Royal Canadian Mounted Police, municipal,48893,Crime severity index,v65813249,588.9,115.60
2013,Port Alberni, British Columbia, Royal Canadian Mounted Police, municipal,59908,Crime severity index,v65814315,677.9,134.76
2013,Port Coquitlam, British Columbia, Royal Canadian Mounted Police, municipal,59708,Crime severity index,v65813751,630.9,68.47
2013,Port Hardy, British Columbia, Royal Canadian Mounted Police, municipal,59813,Crime severity index,v65814027,653.9,..
2013,Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal,12821,Crime severity index,v65806589,33.9,..
2013,Port Hope, Ontario,, municipal,35235,Crime severity index,v65810813,385.9,36.17
2013,Port Moody, British Columbia,, municipal,59016,Crime severity index,v65813549,613.9,37.09
2013,Port-cartier, Quebec,, municipal,24209,Crime severity index,v65808017,152.9,..
2013,Portage La Prairie, Manitoba, Royal Canadian Mounted Police, municipal,46801,Crime severity index,v65811809,468.9,177.52
2013,Powassan, Ontario, Ontario Provincial Police, municipal,35068,Crime severity index,v65809613,285.9,38.32
2013,Powell River, British Columbia, Royal Canadian Mounted Police, municipal,59873,Crime severity index,v65814243,671.9,57.75
2013,Prescott, Ontario,, municipal,35243,Crime severity index,v65810837,387.9,..
2013,Prince Albert, Saskatchewan,, municipal,47055,Crime severity index,v65811929,478.9,192.72
2013,Prince Edward, Ontario, Ontario Provincial Police, municipal,35077,Crime severity index,v65809697,292.9,41.12
2013,Prince George, British Columbia, Royal Canadian Mounted Police, municipal,59710,Crime severity index,v65813763,631.9,137.04
2013,Prince Rupert, British Columbia, Royal Canadian Mounted Police, municipal,59854,Crime severity index,v65814171,665.9,143.28
2013,Princeville, Quebec,, municipal,24213,Crime severity index,v65808053,155.9,..
2013,Pr�vost, Quebec,, municipal,24206,Crime severity index,v65807993,150.9,..
2013,Qikiqtarjuaq, Northwest Territories, Royal Canadian Mounted Police, rural,61786,Crime severity index,v66461250,62.1,..
2013,Qikiqtarjuaq, Nunavut, Royal Canadian Mounted Police, rural,62022,Crime severity index,v66461580,89.1,0
2013,Qualicum Beach, British Columbia, Royal Canadian Mounted Police, municipal,59744,Crime severity index,v65813883,641.9,40.70
2013,Quesnel, British Columbia, Royal Canadian Mounted Police, municipal,59837,Crime severity index,v65814123,661.9,189.38
2013,Quinte West, Ontario, Ontario Provincial Police, municipal,35159,Crime severity index,v65810381,349.9,41.59
2013,Qu�bec, Quebec,, municipal,24232,Crime severity index,v65961774,710.9,..
2013,Qu�bec, Quebec,, municipal,24215,Crime severity index,v65808077,157.9,51.59
2013,R.M. of Vanscoy No. 345, Saskatchewan,, municipal,47009,Crime severity index,v95715446,729.9,..
2013,Rainy River District (Fort Frances), Ontario, Ontario Provincial Police, municipal,35464,Crime severity index,v65811173,415.9,64.39
2013,Rama (Mnjikaning), Ontario,, municipal,35497,Crime severity index,v65811389,433.9,..
