Ref_Date,GEO,Geographical classification,STA,Vector,Coordinate,Value
2011,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in weighted clearance rate,v66460753,20.14,0
2012,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in weighted clearance rate,v66460753,20.14,0
2013,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in weighted clearance rate,v66460753,20.14,0
2014,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in weighted clearance rate,v66460753,20.14,0
1998,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
1999,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2000,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2001,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2002,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2003,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2004,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2005,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2006,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,..
2007,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,..
2008,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2009,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2010,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2011,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2012,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2013,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
2014,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Violent weighted clearance rate (number),v66460754,20.15,0
1998,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
1999,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2000,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2001,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2002,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2003,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2004,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2005,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2006,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,..
2007,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,..
2008,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,..
2009,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2010,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2011,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2012,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2013,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
2014,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in violent weighted clearance rate,v66460755,20.16,0
1998,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
1999,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2000,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2001,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2002,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2003,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2004,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2005,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2006,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,..
2007,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,..
2008,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2009,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2010,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2011,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2012,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2013,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
2014,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Non-violent weighted clearance rate (number),v66460756,20.17,0
1998,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
1999,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2000,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2001,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2002,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2003,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2004,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2005,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2006,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,..
2007,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,..
2008,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,..
2009,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2010,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2011,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2012,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2013,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
2014,"Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural",61003,Percent change in non-violent weighted clearance rate,v66460757,20.18,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Crime severity index,v66460758,21.1,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in crime severity index,v66460759,21.2,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Violent crime severity index,v66460760,21.3,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in violent crime severity index,v66460761,21.4,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Non-violent crime severity index,v66460762,21.5,0
1998,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
1999,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
2000,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
2001,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
2002,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
2003,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
2004,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
2005,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in non-violent crime severity index,v66460763,21.6,0
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth crime severity index,v88133184,21.7,..
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth crime severity index,v88133185,21.8,..
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth violent crime severity index,v88133186,21.9,..
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth violent crime severity index,v88133187,21.1,..
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2012,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2013,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2014,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Youth non-violent crime severity index,v88133188,21.11,..
2006,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
2007,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
2008,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
2009,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
2010,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
2011,"Clyde River, Northwest Territories, Royal Canadian Mounted Police, rural",61700,Percent change in youth non-violent crime severity index,v88133189,21.12,..
